company_id,rank,offer_product,prob,expected_revenue
comp_032551b9a907,1,Тарифы Webinar СМБ,0.9787806633822299,11294.605796968313
comp_032551b9a907,2,Расширения,0.014471141320166133,180.8636044935675
comp_032551b9a907,3,Enterprise-300,0.0010539121480387119,20.257536905067493
comp_03435414514b,1,Расширения,0.9288130345065352,11608.515845765487
comp_03435414514b,2,Тарифы Webinar СМБ,0.036317223669512795,419.08135329323386
comp_03435414514b,3,Enterprise Total-500,0.00765647293742972,321.3676907603835
comp_035d83ceb314,1,Enterprise Total-150,0.4535463043033145,11283.170559715967
comp_035d83ceb314,2,Расширения,0.3883540511231706,4853.736961847972
comp_035d83ceb314,3,Тарифы Webinar СМБ,0.09602570049567904,1108.0852677745395
comp_03bdef7f1253,1,Тарифы Webinar СМБ,0.9772182654603704,11276.576559892434
comp_03bdef7f1253,2,Расширения,0.014040639027240556,175.4830892516383
comp_03bdef7f1253,3,Enterprise-100,0.0015177539541637907,22.531833753776024
comp_03c68b3e6173,1,Расширения,0.7375724020253711,9218.347071173224
comp_03c68b3e6173,2,Тарифы Webinar СМБ,0.23609280501091806,2724.384802295061
comp_03c68b3e6173,3,Enterprise-150,0.004469961829222008,75.0138918007089
comp_03c968451d61,1,Enterprise-100,0.8076320878425415,11989.711433503784
comp_03c968451d61,2,Тарифы Webinar СМБ,0.10153288140828785,1171.6351924793903
comp_03c968451d61,3,Расширения,0.07625082257056479,953.00006479057
comp_03d639c362de,1,Расширения,0.9011114098514874,11262.294661507001
comp_03d639c362de,2,Тарифы Webinar СМБ,0.03571097577947876,412.0855766199219
comp_03d639c362de,3,Enterprise Total-500,0.015962873684102277,670.0150181007197
comp_03d7aef1b0c1,1,Расширения,0.8741221443616151,10924.976703570279
comp_03d7aef1b0c1,2,Тарифы Webinar СМБ,0.10531554246434587,1215.2850796196667
comp_03d7aef1b0c1,3,Enterprise-150,0.003166230280481726,53.134962836477506
comp_03f82530a674,1,Расширения,0.47755938051680336,5968.6453894013
comp_03f82530a674,2,Enterprise-100,0.4220275989066356,6265.215565396838
comp_03f82530a674,3,Тарифы Webinar СМБ,0.06772885468710582,781.5547889223843
comp_0447816763a3,1,Расширения,0.7605415750623898,9505.421002371899
